ts,idx,entry,oi_chg_4h,px_chg_4h,ret_30d,regime,ret_30d_backonly,regime_backonly,r_outcome,exit_kind,window_span_h,resolved
2023-03-08 22:00:00+00:00,9664,21792.7,-0.03494431325280645,-0.010088667623598613,-0.04667870654767392,flat_30d,-0.032364844826684,flat_30d,-1.09,stop,4.0,True
2023-03-09 22:00:00+00:00,9688,20328.5,-0.0811524560936342,-0.0320361120502064,-0.12420537055448666,bear_30d,-0.04667870654767392,flat_30d,-1.09,stop,4.0,True
2023-03-11 08:00:00+00:00,9722,20060.4,-0.0261570227848692,-0.013261190359075137,-0.06176640634320496,flat_30d,-0.12265256426452464,bear_30d,1.4100000000000088,target,4.0,True
2023-03-14 18:00:00+00:00,9804,25007.3,-0.03707909028152212,-0.03238625151387342,0.1337277399855772,bull_30d,0.10380160448119802,bull_30d,-1.0899999999999999,stop,4.0,True
2023-03-15 18:00:00+00:00,9828,24418.5,-0.04182863908161849,-0.012352420127892505,0.11585853295476478,bull_30d,0.1337277399855772,bull_30d,1.4100000000000037,target,4.0,True
2023-03-18 02:00:00+00:00,9884,27280.0,-0.03455259676343869,-0.008418267203652241,0.143684170258346,bull_30d,0.12540377929197866,bull_30d,-1.0899999999999996,stop,4.0,True
2023-03-20 02:00:00+00:00,9932,27423.2,-0.028790739215742045,-0.02409930107756475,0.12449618255543493,bull_30d,0.1372658299941012,bull_30d,1.41,target,4.0,True
2023-03-21 20:00:00+00:00,9974,28058.0,-0.03474536752639079,-0.009772400820190041,0.15763684841691417,bull_30d,0.12449618255543493,bull_30d,-1.09,stop,4.0,True
2023-03-22 20:00:00+00:00,9998,27295.0,-0.05901590961238634,-0.04684913711823324,0.09593197558139055,flat_30d,0.15763684841691417,bull_30d,1.4100000000000001,target,4.0,True
2023-03-24 11:00:00+00:00,10037,27558.4,-0.02836606264736996,-0.025168111666472148,0.13518511623288787,bull_30d,0.15712625903106758,bull_30d,-1.0899999999999999,stop,4.0,True
2023-03-25 20:00:00+00:00,10070,27341.4,-0.026419117624433164,-0.009792914623457993,0.14704038647989037,bull_30d,0.13518511623288787,bull_30d,1.4100000000000001,target,4.0,True
2023-03-27 14:00:00+00:00,10112,26933.0,-0.03793567775711193,-0.034669878101669105,0.1713369797202131,bull_30d,0.20619530885931758,bull_30d,1.4100000000000033,target,4.0,True
2023-03-30 17:00:00+00:00,10187,27830.6,-0.03257519404415854,-0.02365900719172076,0.21121852517985618,bull_30d,0.20692078364565591,bull_30d,1.4100000000000001,target,4.0,True
2023-04-02 19:00:00+00:00,10261,27933.7,-0.03291287405299026,-0.006278859631023592,0.2604149882736273,bull_30d,0.2125880863363332,bull_30d,-1.09,stop,4.0,True
2023-04-03 20:00:00+00:00,10286,27569.3,-0.04696184678846105,-0.012468926189401652,0.244021902156637,bull_30d,0.2604149882736273,bull_30d,1.409999999999997,target,4.0,True
2023-04-05 15:00:00+00:00,10329,28014.9,-0.03979059351539027,-0.018536294843049306,0.2570377414933185,bull_30d,0.25584092348590937,bull_30d,-0.24116955620045227,tif,4.0,True
2023-04-13 21:00:00+00:00,10527,30264.9,-0.021368917378200236,-0.005095348768404895,0.23013065937405042,bull_30d,0.23862434959265322,bull_30d,-0.11147702453997888,tif,4.0,True
2023-04-19 22:00:00+00:00,10672,29068.0,-0.02606044393970952,-0.006565254390791475,0.03938045271277546,flat_30d,0.08621139874873451,flat_30d,-1.0899999999999999,stop,4.0,True
2023-04-21 19:00:00+00:00,10717,27273.6,-0.03266423067070667,-0.027082560429211533,0.0006866467404476051,flat_30d,0.00494106674355943,flat_30d,0.23943945793734667,tif,4.0,True
2023-04-26 19:00:00+00:00,10837,27871.9,-0.10504091920083736,-0.06479549038687371,0.04735541457657133,flat_30d,0.011890836114658576,flat_30d,-1.0899999999999996,stop,4.0,True
2023-04-29 17:00:00+00:00,10907,29142.5,-0.020395228461663195,-0.007810185926004132,0.042752097090844154,flat_30d,0.033929107045185924,flat_30d,-1.0899999999999996,stop,4.0,True
2023-04-30 19:00:00+00:00,10933,29346.0,-0.02614350915746566,-0.010059303337583758,0.02699359337056184,flat_30d,0.042752097090844154,flat_30d,-1.0899999999999996,stop,4.0,True
2023-05-03 00:00:00+00:00,10986,28492.0,-0.02485558619377637,-0.005913856567172027,0.04434951288593947,flat_30d,0.017588028919222065,flat_30d,1.4100000000000033,target,4.0,True
2023-05-06 14:00:00+00:00,11072,28591.0,-0.02455834973562987,-0.022075221299476033,0.029083460610645595,flat_30d,0.047506571002344344,flat_30d,-1.09,stop,4.0,True
2023-05-10 18:00:00+00:00,11172,27417.0,-0.025402141557161695,-0.023541562789372472,-0.06887192765105599,flat_30d,-0.024698510035535914,flat_30d,-1.0899999999999999,stop,4.0,True
2023-05-14 00:00:00+00:00,11250,26731.4,-0.020568406849802434,-0.0059572505912626195,-0.1166121018878209,bear_30d,-0.11856653064450795,bear_30d,1.4099999999999968,target,4.0,True
2023-05-16 01:00:00+00:00,11299,27008.9,-0.02257844363814865,-0.0125583129816762,-0.10769779374376787,bear_30d,-0.10329784282902477,bear_30d,0.472036958187854,tif,4.0,True
